match_id,date,league,home_team,away_team,city,venue,broadcaster,time_slot,viewership_tv_millions,viewership_digital_millions,social_buzz_volume,sentiment_score,brand_recall_score,ad_integration_score,on_screen_time_seconds,sponsor_category,ad_format,sponsor_spend_crores_inr,sponsor_value_est_crores_inr,roi_estimated
IPL2018-03284,20-04-2018,IPL,Lucknow Super Giants,Rajasthan Royals,Chandigarh,BRSABV Ekana Stadium,DD Sports,Prime,7.89,10.03,1321937,0.691,95,0.962,1387,Consumer Goods,Jersey front,7.29,120.61,15.54
IPL2018-03285,20-05-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Lucknow,Wankhede Stadium,Viacom18 / JioCinema,Prime,7.09,8.24,980119,0.48,95,0.553,1341,Auto,LED perimeter,4.09,88.49,20.64
IPL2018-03286,26-04-2018,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Afternoon,3.02,1.76,352747,0.405,95,0.92,2555,Telecom,Broadcast L-band,5.48,28.68,4.23
IPL2018-03287,18-04-2018,IPL,Mumbai Indians,Delhi Capitals,Delhi,Sawai Mansingh Stadium,DD Sports,Late,4.39,5.65,671902,0.315,95,0.913,2487,Auto,Presenter title,1.16,55.63,46.96
IPL2018-03288,18-03-2018,IPL,Chennai Super Kings,Delhi Capitals,Chennai,Eden Gardens,DD Sports,Afternoon,2.81,3.93,351490,0.283,95,0.938,2311,Telecom,Broadcast L-band,2.25,36.08,15.04
IPL2018-03289,21-05-2018,IPL,Lucknow Super Giants,Punjab Kings,Chandigarh,Eden Gardens,Viacom18 / JioCinema,Prime,7.02,7.91,1096950,0.525,95,0.89,2313,Gaming,Digital overlay,2.94,93.55,30.82
IPL2018-03290,23-03-2018,IPL,Rajasthan Royals,Gujarat Titans,Chennai,Wankhede Stadium,Star Sports,Prime,7.6,9.18,874348,0.381,95,0.884,1113,BFSI,LED perimeter,3.41,108.47,30.81
IPL2018-03291,26-03-2018,IPL,Royal Challengers Bengaluru,Rajasthan Royals,Mumbai,Narendra Modi Stadium,Star Sports,Afternoon,3.02,3.49,360577,0.397,95,0.909,2787,Auto,Presenter title,5.05,35.36,6
IPL2018-03292,06-05-2018,IPL,Sunrisers Hyderabad,Mumbai Indians,Hyderabad,BRSABV Ekana Stadium,Star Sports,Late,5.11,6.72,520818,0.386,95,0.938,4041,E-commerce,Broadcast L-band,5.19,71.2,12.72
IPL2018-03293,16-04-2018,IPL,Delhi Capitals,Gujarat Titans,Mumbai,Sawai Mansingh Stadium,DD Sports,Afternoon,1.59,3.12,256074,0.32,95,0.654,1022,Beverages,On-ground signage,1.04,23.38,21.48
IPL2018-03294,23-03-2018,IPL,Royal Challengers Bengaluru,Delhi Capitals,Chennai,IS Bindra Stadium,DD Sports,Prime,7.5,9.26,860893,0.416,95,0.531,3212,Gaming,Presenter title,2.44,101.28,40.51
IPL2018-03295,04-04-2018,IPL,Punjab Kings,Kolkata Knight Riders,Chandigarh,Eden Gardens,DD Sports,Late,4.78,5.52,528649,0.458,95,0.443,4118,E-commerce,Broadcast L-band,2.66,52.03,18.56
IPL2018-03296,19-05-2018,IPL,Lucknow Super Giants,Mumbai Indians,Ahmedabad,Wankhede Stadium,Star Sports,Afternoon,3.54,1.69,263189,0.33,95,0.565,2659,Fintech,Jersey front,4.04,28.52,6.06
IPL2018-03297,19-04-2018,IPL,Gujarat Titans,Royal Challengers Bengaluru,Kolkata,Eden Gardens,DD Sports,Afternoon,3.57,2.34,338478,0.491,95,0.918,1273,Beverages,On-ground signage,5.34,32.16,5.02
IPL2018-03298,17-04-2018,IPL,Mumbai Indians,Chennai Super Kings,Lucknow,IS Bindra Stadium,Viacom18 / JioCinema,Prime,10,10.29,1005549,0.304,95,0.998,761,Beverages,LED perimeter,5.08,146.58,27.85
IPL2018-03299,03-04-2018,IPL,Kolkata Knight Riders,Chennai Super Kings,Mumbai,Narendra Modi Stadium,Star Sports,Prime,7.21,7.96,980222,0.398,95,0.654,2403,Consumer Goods,Digital overlay,5.17,90.74,16.55
IPL2018-03300,07-05-2018,IPL,Gujarat Titans,Sunrisers Hyderabad,Chandigarh,Arun Jaitley Stadium,Star Sports,Afternoon,3.28,3.45,330745,0.495,95,0.681,2638,BFSI,LED perimeter,2.84,34.81,11.26
IPL2018-03301,13-04-2018,IPL,Rajasthan Royals,Gujarat Titans,Delhi,IS Bindra Stadium,Viacom18 / JioCinema,Prime,7.94,9.43,1305854,0.449,95,0.636,616,Fintech,Broadcast L-band,4.5,108.11,23.02
IPL2018-03302,01-05-2018,IPL,Gujarat Titans,Chennai Super Kings,Jaipur,Rajiv Gandhi Intl. Stadium,DD Sports,Afternoon,3.32,1.36,226819,0.254,95,0.731,3421,EdTech,Broadcast L-band,1.37,27.02,18.72
IPL2018-03303,01-04-2018,IPL,Punjab Kings,Rajasthan Royals,Chandigarh,Wankhede Stadium,Viacom18 / JioCinema,Prime,6.8,8.12,1107635,0.117,95,0.687,629,Telecom,Jersey sleeve,4.37,88.77,19.31
IPL2018-03304,27-06-2018,IPL,Delhi Capitals,Mumbai Indians,Ahmedabad,Wankhede Stadium,Viacom18 / JioCinema,Prime,7.43,7.56,911573,0.519,95,0.81,1709,Telecom,Jersey sleeve,7.21,93.21,11.93
IPL2018-03305,27-05-2018,IPL,Lucknow Super Giants,Kolkata Knight Riders,Lucknow,Arun Jaitley Stadium,Viacom18 / JioCinema,Afternoon,3.32,3.54,442914,0.534,95,0.565,2044,Gaming,On-ground signage,1.52,33.96,21.34
IPL2018-03306,19-04-2018,IPL,Punjab Kings,Rajasthan Royals,Kolkata,Sawai Mansingh Stadium,Viacom18 / JioCinema,Afternoon,3.14,1.72,250499,0.503,95,0.642,1454,E-commerce,On-ground signage,3.26,26.47,7.12
IPL2018-03307,24-04-2018,IPL,Rajasthan Royals,Mumbai Indians,Kolkata,Rajiv Gandhi Intl. Stadium,DD Sports,Prime,8.28,8.28,794242,0.424,95,0.642,2855,Gaming,Jersey front,6.11,104.22,16.06
IPL2018-03308,05-04-2018,IPL,Sunrisers Hyderabad,Punjab Kings,Jaipur,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,6.86,7.78,1118475,0.421,95,0.591,2370,Fintech,On-ground signage,4.8,86.54,17.03
IPL2018-03309,04-05-2018,IPL,Sunrisers Hyderabad,Gujarat Titans,Jaipur,M. A. Chidambaram Stadium,DD Sports,Prime,8.03,8.86,987363,0.438,95,0.879,2929,EdTech,Broadcast L-band,6.3,111.15,16.64
IPL2018-03310,19-03-2018,IPL,Lucknow Super Giants,Royal Challengers Bengaluru,Jaipur,Eden Gardens,DD Sports,Prime,7.79,8.88,1009075,0.521,95,0.724,4103,BFSI,Digital overlay,3.81,106.39,26.92
IPL2018-03311,07-06-2018,IPL,Sunrisers Hyderabad,Chennai Super Kings,Hyderabad,Eden Gardens,DD Sports,Prime,7.17,8.52,1207205,0.435,95,0.736,2246,Beverages,Digital overlay,6.92,97.09,13.03
IPL2018-03312,02-05-2018,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,Jaipur,Eden Gardens,Star Sports,Prime,6.98,9.61,909594,0.496,95,0.545,3967,Auto,Digital overlay,4.45,100.98,21.69
IPL2018-03313,30-03-2018,IPL,Punjab Kings,Mumbai Indians,Hyderabad,M. A. Chidambaram Stadium,Star Sports,Afternoon,2.87,2.72,267211,0.609,95,0.654,2294,BFSI,Digital overlay,3.1,27.79,7.96
IPL2018-03314,06-06-2018,IPL,Chennai Super Kings,Rajasthan Royals,Hyderabad,M. A. Chidambaram Stadium,DD Sports,Prime,8.32,9.13,1089377,0.335,95,0.607,1413,Auto,Presenter title,3.79,110.38,28.12
IPL2018-03315,22-06-2018,IPL,Punjab Kings,Delhi Capitals,Delhi,IS Bindra Stadium,Viacom18 / JioCinema,Afternoon,2.95,1.1,283391,0.429,95,0.945,1561,Fintech,LED perimeter,5.16,25.16,3.88
IPL2018-03316,25-04-2018,IPL,Lucknow Super Giants,Mumbai Indians,Ahmedabad,Sawai Mansingh Stadium,Star Sports,Late,4.61,6.43,816098,0.348,95,0.423,2202,Beverages,Broadcast L-band,3.14,55.76,16.76
IPL2018-03317,01-04-2018,IPL,Chennai Super Kings,Punjab Kings,Mumbai,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Afternoon,2.52,2.25,361418,0.404,95,0.505,2259,EdTech,Broadcast L-band,2.95,20.51,5.95
IPL2018-03318,17-04-2018,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Hyderabad,Narendra Modi Stadium,DD Sports,Prime,8.2,10.02,958391,0.439,95,0.796,2556,Auto,Jersey sleeve,3.31,120.15,35.3
IPL2018-03319,29-04-2018,IPL,Gujarat Titans,Sunrisers Hyderabad,Jaipur,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,7.29,8.32,1052917,0.345,95,0.763,2381,Fintech,Jersey sleeve,1.4,94.99,66.85
IPL2018-03320,23-04-2018,IPL,Kolkata Knight Riders,Mumbai Indians,Ahmedabad,Narendra Modi Stadium,DD Sports,Prime,10.12,10.01,1163308,0.256,95,0.829,955,BFSI,Jersey sleeve,1.69,141.96,83
IPL2018-03321,30-03-2018,IPL,Mumbai Indians,Delhi Capitals,Chandigarh,Sawai Mansingh Stadium,Viacom18 / JioCinema,Afternoon,2.23,2.58,349090,0.294,95,0.427,3560,Fintech,Presenter title,1.76,21.63,11.29
IPL2018-03322,29-04-2018,IPL,Kolkata Knight Riders,Mumbai Indians,Kolkata,Rajiv Gandhi Intl. Stadium,Star Sports,Prime,9.7,10.25,930744,0.504,95,0.93,1603,Gaming,On-ground signage,4.31,143.65,32.33
IPL2018-03323,19-05-2018,IPL,Mumbai Indians,Lucknow Super Giants,Lucknow,Arun Jaitley Stadium,DD Sports,Prime,7.26,9.43,998313,0.371,95,0.959,3284,Telecom,Broadcast L-band,7.92,107.4,12.56
IPL2018-03324,27-03-2018,IPL,Chennai Super Kings,Kolkata Knight Riders,Jaipur,BRSABV Ekana Stadium,Viacom18 / JioCinema,Late,4.79,6.45,511339,0.425,95,0.869,4149,Fintech,Digital overlay,2.31,63.36,26.43
IPL2018-03325,28-03-2018,IPL,Punjab Kings,Delhi Capitals,Jaipur,BRSABV Ekana Stadium,Star Sports,Afternoon,3.17,2.71,341848,0.457,95,0.505,3739,EdTech,Jersey sleeve,3.3,30.52,8.25
IPL2018-03326,04-04-2018,IPL,Gujarat Titans,Lucknow Super Giants,Kolkata,Narendra Modi Stadium,DD Sports,Prime,6.69,8.48,732202,0.56,95,0.873,3730,BFSI,Broadcast L-band,3.81,95.66,24.11
IPL2018-03327,11-04-2018,IPL,Kolkata Knight Riders,Chennai Super Kings,Chandigarh,Sawai Mansingh Stadium,DD Sports,Prime,7.52,8.44,1234255,0.417,95,0.59,809,E-commerce,Jersey sleeve,1.11,97.44,86.78
IPL2018-03328,08-05-2018,IPL,Punjab Kings,Kolkata Knight Riders,Lucknow,Arun Jaitley Stadium,Star Sports,Afternoon,2.14,2.33,275648,0.48,95,0.491,2431,Fintech,LED perimeter,3.85,19.79,4.14
IPL2018-03329,18-05-2018,IPL,Punjab Kings,Delhi Capitals,Ahmedabad,Wankhede Stadium,DD Sports,Prime,6.58,8.39,912655,0.315,95,0.449,1266,EdTech,Presenter title,6.14,84.46,12.76
IPL2018-03330,01-04-2018,IPL,Punjab Kings,Rajasthan Royals,Chennai,Rajiv Gandhi Intl. Stadium,Star Sports,Afternoon,2.49,1.49,301884,0.432,95,0.428,1078,Fintech,On-ground signage,2.12,17.82,7.41
IPL2018-03331,21-04-2018,IPL,Kolkata Knight Riders,Rajasthan Royals,Chandigarh,Wankhede Stadium,Star Sports,Afternoon,2.91,3.26,378808,0.334,95,0.905,1616,E-commerce,Broadcast L-band,3.1,34.63,10.17
IPL2018-03332,17-05-2018,IPL,Delhi Capitals,Mumbai Indians,Chennai,Eden Gardens,Viacom18 / JioCinema,Prime,7.67,7.36,981780,0.434,95,0.906,1087,EdTech,On-ground signage,4.87,95.17,18.54
IPL2018-03333,01-07-2018,IPL,Lucknow Super Giants,Rajasthan Royals,Lucknow,Arun Jaitley Stadium,Viacom18 / JioCinema,Afternoon,2.87,2.68,246815,0.466,95,0.42,2787,Auto,Jersey sleeve,2.09,27.14,11.99
IPL2018-03334,20-04-2018,IPL,Rajasthan Royals,Delhi Capitals,Kolkata,Wankhede Stadium,Viacom18 / JioCinema,Prime,7.75,8.95,1138521,0.423,95,0.829,2806,E-commerce,Jersey front,3.25,107.36,32.03
IPL2018-03335,22-04-2018,IPL,Rajasthan Royals,Sunrisers Hyderabad,Delhi,Rajiv Gandhi Intl. Stadium,DD Sports,Late,4.74,7.12,559613,0.4,95,0.552,3827,Beverages,Digital overlay,5.21,62.18,10.93
IPL2018-03336,26-04-2018,IPL,Delhi Capitals,Lucknow Super Giants,Hyderabad,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,7.66,8.41,1134587,0.483,95,0.534,3771,Auto,Jersey sleeve,1.24,96.42,76.76
IPL2018-03337,09-04-2018,IPL,Punjab Kings,Kolkata Knight Riders,Delhi,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,6.87,8.01,1103824,0.403,95,0.737,881,Fintech,Presenter title,3.79,89.14,22.52
IPL2018-03338,19-04-2018,IPL,Mumbai Indians,Punjab Kings,Chennai,Rajiv Gandhi Intl. Stadium,DD Sports,Prime,8.13,7.85,849429,0.401,95,0.675,840,Consumer Goods,LED perimeter,2.53,99.21,38.21
IPL2018-03339,20-03-2018,IPL,Kolkata Knight Riders,Chennai Super Kings,Chandigarh,IS Bindra Stadium,Star Sports,Prime,6.93,7.94,1096351,0.325,95,0.513,1124,Gaming,Broadcast L-band,5.45,86.34,14.84
IPL2018-03340,05-04-2018,IPL,Royal Challengers Bengaluru,Delhi Capitals,Chandigarh,Wankhede Stadium,DD Sports,Late,4.15,6.55,657731,0.512,95,0.403,2089,BFSI,Broadcast L-band,8.31,52.55,5.32
IPL2018-03341,28-04-2018,IPL,Mumbai Indians,Punjab Kings,Chennai,BRSABV Ekana Stadium,DD Sports,Afternoon,2.88,3.63,409726,0.446,95,0.594,2114,Consumer Goods,Jersey front,1.63,30.42,17.66
IPL2018-03342,31-03-2018,IPL,Royal Challengers Bengaluru,Delhi Capitals,Delhi,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,7.73,7.63,879612,0.393,95,0.643,3560,Beverages,Broadcast L-band,1.58,93.59,58.23
IPL2018-03343,09-05-2018,IPL,Chennai Super Kings,Lucknow Super Giants,Delhi,Narendra Modi Stadium,DD Sports,Prime,6.89,8.45,922875,0.326,95,0.685,896,Auto,Jersey front,2.34,92.2,38.4
IPL2018-03344,22-03-2018,IPL,Gujarat Titans,Delhi Capitals,Mumbai,IS Bindra Stadium,Star Sports,Prime,7.44,8.03,1144887,0.731,95,0.645,3959,E-commerce,On-ground signage,4.46,91.19,19.45
IPL2018-03345,08-05-2018,IPL,Punjab Kings,Chennai Super Kings,Chandigarh,Arun Jaitley Stadium,Star Sports,Prime,6.79,8.7,1185672,0.089,95,0.628,2108,BFSI,Jersey sleeve,3.21,92.49,27.81
IPL2018-03346,08-05-2018,IPL,Mumbai Indians,Gujarat Titans,Delhi,BRSABV Ekana Stadium,Viacom18 / JioCinema,Prime,7.51,7.25,854379,0.36,95,0.978,1231,Gaming,Presenter title,7.24,93.15,11.87
IPL2018-03347,02-07-2018,IPL,Kolkata Knight Riders,Mumbai Indians,Hyderabad,IS Bindra Stadium,DD Sports,Prime,9.47,10.19,1194598,0.393,95,0.952,1221,Beverages,Jersey front,1.67,139.51,82.54
IPL2018-03348,09-04-2018,IPL,Delhi Capitals,Gujarat Titans,Kolkata,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,7.67,8.42,752275,0.561,95,0.635,4048,Fintech,Jersey sleeve,2.13,98.22,45.11
IPL2018-03349,16-04-2018,IPL,Mumbai Indians,Lucknow Super Giants,Jaipur,BRSABV Ekana Stadium,Star Sports,Afternoon,1.99,3.25,290133,0.413,95,0.965,4026,BFSI,Presenter title,8.41,30.89,2.67
IPL2018-03350,02-06-2018,IPL,Delhi Capitals,Mumbai Indians,Hyderabad,Eden Gardens,Star Sports,Afternoon,2.73,2.59,321694,0.473,95,0.452,2215,E-commerce,Jersey front,3.1,24.52,6.91
IPL2018-03351,27-05-2018,IPL,Mumbai Indians,Delhi Capitals,Kolkata,Narendra Modi Stadium,Viacom18 / JioCinema,Afternoon,2.85,3.36,301574,0.398,95,0.408,2953,BFSI,Presenter title,9.28,28.52,2.07
IPL2018-03352,14-05-2018,IPL,Delhi Capitals,Kolkata Knight Riders,Hyderabad,Wankhede Stadium,Viacom18 / JioCinema,Late,4.5,5.44,644706,0.672,95,0.599,2650,Fintech,Jersey sleeve,4.91,50.2,9.22
IPL2018-03353,24-04-2018,IPL,Lucknow Super Giants,Punjab Kings,Mumbai,BRSABV Ekana Stadium,Star Sports,Late,4.7,6.53,764313,0.498,95,0.511,1109,BFSI,Digital overlay,3.62,58.41,15.14
IPL2018-03354,01-06-2018,IPL,Rajasthan Royals,Sunrisers Hyderabad,Chandigarh,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Prime,9.04,9.77,1232278,0.373,95,0.823,1861,Beverages,Jersey front,4.51,125.91,26.92
IPL2018-03355,25-07-2018,IPL,Royal Challengers Bengaluru,Rajasthan Royals,Chandigarh,BRSABV Ekana Stadium,Viacom18 / JioCinema,Prime,8.42,9.66,1047548,0.535,95,0.776,4077,Auto,LED perimeter,1.36,120.41,87.54
IPL2018-03356,01-05-2018,IPL,Mumbai Indians,Lucknow Super Giants,Chandigarh,Wankhede Stadium,Star Sports,Prime,7.21,8.47,1104051,0.421,95,0.985,1554,Beverages,LED perimeter,6.22,103.37,15.62
IPL2018-03357,17-04-2018,IPL,Chennai Super Kings,Rajasthan Royals,Kolkata,Narendra Modi Stadium,Star Sports,Afternoon,2.82,3.97,368620,0.67,95,0.852,3254,Fintech,Jersey front,3.92,36.53,8.32
IPL2018-03358,05-05-2018,IPL,Royal Challengers Bengaluru,Gujarat Titans,Hyderabad,M. A. Chidambaram Stadium,DD Sports,Late,4.76,6.1,622783,0.613,95,0.637,1895,Consumer Goods,Broadcast L-band,1.22,58.65,47.07
IPL2018-03359,20-04-2018,IPL,Gujarat Titans,Royal Challengers Bengaluru,Chandigarh,BRSABV Ekana Stadium,Viacom18 / JioCinema,Prime,7.6,9.76,892349,0.486,95,0.561,4040,EdTech,LED perimeter,3.38,107.79,30.89
IPL2018-03360,10-04-2018,IPL,Lucknow Super Giants,Gujarat Titans,Hyderabad,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Late,3.95,6.69,712498,0.422,95,0.433,921,Telecom,Jersey sleeve,2.94,53.6,17.23
IPL2018-03361,09-05-2018,IPL,Punjab Kings,Mumbai Indians,Chennai,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Prime,7.16,8.94,945866,0.375,95,0.559,3087,Beverages,Digital overlay,5.86,96.63,15.49
IPL2018-03362,06-04-2018,IPL,Punjab Kings,Sunrisers Hyderabad,Ahmedabad,Sawai Mansingh Stadium,DD Sports,Afternoon,3.25,2.19,256890,0.557,95,0.509,2733,BFSI,Presenter title,2.36,26.69,10.31
IPL2018-03363,30-04-2018,IPL,Lucknow Super Giants,Sunrisers Hyderabad,Chandigarh,Arun Jaitley Stadium,DD Sports,Prime,7.42,10.05,933986,0.625,95,0.903,3237,Gaming,Jersey front,4.09,114.94,27.1
IPL2018-03364,24-03-2018,IPL,Mumbai Indians,Kolkata Knight Riders,Lucknow,Narendra Modi Stadium,Viacom18 / JioCinema,Late,5.24,8.13,695588,0.416,95,0.596,2149,BFSI,Presenter title,2.36,72.3,29.64
IPL2018-03365,09-06-2018,IPL,Sunrisers Hyderabad,Mumbai Indians,Chandigarh,Arun Jaitley Stadium,Viacom18 / JioCinema,Prime,7.79,8.75,1234825,0.505,95,0.81,3270,E-commerce,Digital overlay,1.15,106.53,91.63
IPL2018-03366,02-04-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Mumbai,Wankhede Stadium,Star Sports,Late,5.46,7.12,788722,0.512,95,0.789,4175,EdTech,LED perimeter,1.61,72.35,43.94
IPL2018-03367,26-03-2018,IPL,Lucknow Super Giants,Mumbai Indians,Mumbai,Narendra Modi Stadium,Star Sports,Late,4.56,5.77,680879,0.558,95,0.436,1692,Gaming,Broadcast L-band,3.11,50.74,15.32
IPL2018-03368,25-05-2018,IPL,Mumbai Indians,Gujarat Titans,Chandigarh,Sawai Mansingh Stadium,Star Sports,Late,5.13,5.11,786916,0.357,95,0.414,1778,Consumer Goods,Broadcast L-band,2.75,48.32,16.57
IPL2018-03369,03-06-2018,IPL,Royal Challengers Bengaluru,Lucknow Super Giants,Chandigarh,IS Bindra Stadium,Viacom18 / JioCinema,Late,5.23,6.96,623299,0.504,95,0.667,2438,Telecom,Jersey front,4,68.93,16.23
IPL2018-03370,24-04-2018,IPL,Gujarat Titans,Sunrisers Hyderabad,Hyderabad,Arun Jaitley Stadium,Viacom18 / JioCinema,Afternoon,2.76,1.93,344192,0.72,95,0.955,1063,Telecom,On-ground signage,2.63,30.89,10.75
IPL2018-03371,14-04-2018,IPL,Royal Challengers Bengaluru,Punjab Kings,Chandigarh,IS Bindra Stadium,Viacom18 / JioCinema,Prime,8.07,9.65,1077555,0.462,95,0.784,2459,BFSI,On-ground signage,1.93,112.67,57.38
IPL2018-03372,09-04-2018,IPL,Delhi Capitals,Royal Challengers Bengaluru,Mumbai,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,7.78,8.3,1180493,0.505,95,0.914,1710,Beverages,Broadcast L-band,2.87,103.46,35.05
IPL2018-03373,22-04-2018,IPL,Delhi Capitals,Mumbai Indians,Ahmedabad,Eden Gardens,Viacom18 / JioCinema,Prime,7.33,6.65,657010,0.496,95,0.426,3745,Gaming,Jersey sleeve,1.39,79.09,55.9
IPL2018-03374,15-04-2018,IPL,Punjab Kings,Mumbai Indians,Hyderabad,BRSABV Ekana Stadium,DD Sports,Prime,7.91,7.91,819856,0.517,95,0.627,2870,EdTech,Presenter title,3.17,99,30.23
IPL2018-03375,13-04-2018,IPL,Delhi Capitals,Royal Challengers Bengaluru,Delhi,Eden Gardens,Viacom18 / JioCinema,Prime,7.3,8.68,790680,0.312,95,0.435,3304,E-commerce,Digital overlay,1.06,93.13,86.86
IPL2018-03376,31-03-2018,IPL,Lucknow Super Giants,Chennai Super Kings,Kolkata,BRSABV Ekana Stadium,DD Sports,Prime,7.82,8.44,1096621,0.697,95,0.605,3266,E-commerce,Jersey sleeve,3.93,101.79,24.9
IPL2018-03377,28-03-2018,IPL,Lucknow Super Giants,Gujarat Titans,Ahmedabad,Sawai Mansingh Stadium,Star Sports,Prime,6.98,9.12,770606,0.463,95,0.571,1650,E-commerce,On-ground signage,4.04,95.14,22.55
IPL2018-03378,18-04-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Kolkata,Rajiv Gandhi Intl. Stadium,Viacom18 / JioCinema,Afternoon,2.35,1.95,293927,0.516,95,0.953,703,BFSI,Broadcast L-band,6.13,26.07,3.25
IPL2018-03379,21-04-2018,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,Ahmedabad,Sawai Mansingh Stadium,Star Sports,Prime,6.98,9.64,868819,0.461,95,0.891,1554,Gaming,Jersey sleeve,2.57,107.27,40.74
IPL2018-03380,03-04-2018,IPL,Chennai Super Kings,Gujarat Titans,Jaipur,Sawai Mansingh Stadium,Viacom18 / JioCinema,Prime,6.41,8.67,794092,0.564,95,0.884,658,EdTech,Digital overlay,4.57,92.89,19.33
IPL2018-03381,05-04-2018,IPL,Delhi Capitals,Chennai Super Kings,Kolkata,Narendra Modi Stadium,Star Sports,Afternoon,2.72,1.96,258529,0.391,95,0.415,678,Gaming,Jersey front,1.43,21.4,13.97
IPL2018-03382,21-04-2018,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,Delhi,BRSABV Ekana Stadium,DD Sports,Prime,7.72,8.83,1132683,0.294,95,0.705,2799,E-commerce,Jersey front,3.84,104.28,26.16
IPL2018-03383,31-03-2018,IPL,Gujarat Titans,Kolkata Knight Riders,Mumbai,M. A. Chidambaram Stadium,Viacom18 / JioCinema,Afternoon,3.2,2.13,413824,0.437,95,0.458,3597,Auto,Jersey sleeve,2.31,27.19,10.77
IPL2018-03384,16-05-2018,IPL,Chennai Super Kings,Punjab Kings,Hyderabad,M. A. Chidambaram Stadium,Star Sports,Afternoon,2.71,2.44,417525,0.508,95,0.919,1722,E-commerce,On-ground signage,2.5,29.72,10.89
IPL2018-03385,29-04-2018,IPL,Royal Challengers Bengaluru,Sunrisers Hyderabad,Ahmedabad,IS Bindra Stadium,Viacom18 / JioCinema,Prime,8.11,9.23,815107,0.409,95,0.671,740,BFSI,Jersey sleeve,7.46,110.29,13.78
IPL2018-03386,02-04-2018,IPL,Kolkata Knight Riders,Sunrisers Hyderabad,Chandigarh,Eden Gardens,DD Sports,Prime,7.89,8.18,849799,0.37,95,0.458,1509,Gaming,Jersey front,2.21,97.01,42.9
IPL2018-03387,28-04-2018,IPL,Mumbai Indians,Gujarat Titans,Chennai,Wankhede Stadium,Viacom18 / JioCinema,Prime,7.07,9.31,1090472,0.493,95,0.99,1565,E-commerce,On-ground signage,4.21,106.04,24.19
IPL2018-03388,31-03-2018,IPL,Rajasthan Royals,Delhi Capitals,Kolkata,Arun Jaitley Stadium,Star Sports,Prime,7.42,7.27,968723,0.34,95,0.573,3723,Beverages,LED perimeter,3.33,86.19,24.88
IPL2018-03389,08-05-2018,IPL,Chennai Super Kings,Kolkata Knight Riders,Chennai,Eden Gardens,DD Sports,Afternoon,2.24,2.32,242263,0.568,95,0.52,695,Beverages,Jersey front,5.19,22.71,3.38
IPL2018-03390,01-04-2018,IPL,Gujarat Titans,Lucknow Super Giants,Hyderabad,Narendra Modi Stadium,Star Sports,Late,4.84,6.22,816076,0.413,95,0.739,812,Telecom,On-ground signage,1.91,61.28,31.08
IPL2018-03391,14-04-2018,IPL,Royal Challengers Bengaluru,Rajasthan Royals,Jaipur,Sawai Mansingh Stadium,Viacom18 / JioCinema,Late,5.6,6.98,586176,0.511,95,0.691,1781,Telecom,On-ground signage,1.58,71.67,44.36
IPL2018-03392,19-04-2018,IPL,Gujarat Titans,Punjab Kings,Delhi,M. A. Chidambaram Stadium,Star Sports,Prime,7.32,6.69,898125,0.312,95,0.565,3725,BFSI,Jersey front,1.79,82.15,44.89
IPL2018-03393,02-06-2018,IPL,Lucknow Super Giants,Delhi Capitals,Chandigarh,BRSABV Ekana Stadium,Star Sports,Afternoon,3.39,2.5,301403,0.613,95,0.842,1325,BFSI,Jersey front,1.55,34.22,21.08
IPL2018-03394,02-04-2018,IPL,Mumbai Indians,Rajasthan Royals,Ahmedabad,Narendra Modi Stadium,DD Sports,Late,4.42,6.86,682628,0.507,95,0.574,3562,Gaming,Jersey sleeve,2.72,59.31,20.81
IPL2018-03395,01-04-2018,IPL,Sunrisers Hyderabad,Lucknow Super Giants,Ahmedabad,Sawai Mansingh Stadium,DD Sports,Afternoon,2.74,3.05,314791,0.524,95,0.607,3026,Gaming,Presenter title,3.04,28.45,8.36
IPL2018-03396,24-03-2018,IPL,Mumbai Indians,Sunrisers Hyderabad,Chandigarh,Narendra Modi Stadium,Star Sports,Prime,7.29,9.61,1306344,0.296,95,0.82,3858,BFSI,Broadcast L-band,4.54,106.82,22.53
IPL2018-03397,16-06-2018,IPL,Mumbai Indians,Chennai Super Kings,Hyderabad,Wankhede Stadium,Viacom18 / JioCinema,Late,5.79,8.96,916996,0.361,95,0.743,3974,Fintech,On-ground signage,4.44,86.49,18.48
