id,date,team1,team2,venue,winner,day_of_week,team1_rank,team2_rank,weather_temp,weather_rain,ticket_price_avg,historical_avg_attendance,ticket_price_min,ticket_price_max,tickets_sold,dynamic_pricing_flag,holiday_flag,ad_spend,social_media_mentions,search_trends_index,promotion_flag,past_30d_avg_sales,expected_attendance,actual_attendance,venue_capacity,traffic_index,special_event_flag,time_of_day
591,21-04-2016,Gujarat Lions,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,Sunrisers Hyderabad,Thursday,7,4,32.0,0.0,226,53395,158,339,53859,1,0,100990,15870,71,0,54630,56519,58655,62546,3,0,Night
592,22-04-2016,Royal Challengers Bangalore,Rising Pune Supergiants,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,Friday,6,1,24.0,0.0,460,48798,322,690,46936,1,0,179473,13713,48,0,44155,50040,50329,62709,3,0,Day
593,23-04-2016,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,Saturday,5,6,28.0,1.0,259,49290,181,388,52932,1,1,108141,8561,57,1,49048,51757,54136,56890,8,1,Night
594,23-04-2016,Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Saturday,7,4,30.0,0.0,543,35387,380,814,31373,1,1,106570,3719,61,0,32523,32924,31438,46562,5,0,Day
595,24-04-2016,Royal Challengers Bangalore,Gujarat Lions,Saurashtra Cricket Association Stadium,Gujarat Lions,Sunday,6,7,25.0,1.0,309,33662,216,463,33949,1,1,51015,12700,40,1,31116,33381,32039,50452,4,0,Day
596,24-04-2016,Rising Pune Supergiants,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,Sunday,1,6,32.0,0.0,423,33172,296,634,28932,0,1,111813,4741,61,0,28235,32184,30716,51033,7,1,Day
597,25-04-2016,Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Mumbai Indians,Monday,6,7,22.0,1.0,655,45376,458,982,47449,1,0,77712,10766,32,1,43006,41689,40376,51042,7,1,Day
598,26-04-2016,Sunrisers Hyderabad,Rising Pune Supergiants,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiants,Tuesday,4,1,25.0,0.0,917,37747,641,1375,34523,0,0,150497,4998,83,0,31954,37642,37797,43030,9,1,Night
599,27-04-2016,Gujarat Lions,Delhi Daredevils,Feroz Shah Kotla,Gujarat Lions,Wednesday,7,5,25.0,0.0,943,28819,660,1414,26477,0,0,189487,19787,36,0,25444,31244,31698,39659,9,0,Night
600,28-04-2016,Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,Thursday,6,6,,,805,23083,563,1207,21248,0,0,162816,17077,28,1,23400,20959,20006,40178,5,1,Night
601,29-04-2016,Rising Pune Supergiants,Gujarat Lions,Maharashtra Cricket Association Stadium,Gujarat Lions,Friday,1,7,22.0,0.0,937,52876,655,1405,46472,1,0,178778,1294,60,1,45038,50670,52929,61441,8,1,Night
602,30-04-2016,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Saturday,5,6,27.0,0.0,981,41036,686,1471,36667,0,1,112292,11177,20,1,33558,38635,39956,56462,1,0,Day
603,30-04-2016,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Saturday,4,6,25.0,2.0,743,46694,520,1114,50616,1,1,73833,10882,21,1,38160,44248,43348,56287,9,0,Day
604,01-05-2016,Kings XI Punjab,Gujarat Lions,Saurashtra Cricket Association Stadium,Kings XI Punjab,Sunday,7,7,22.0,1.0,211,34892,147,316,36598,1,1,185230,2136,79,1,36120,37742,36146,41357,8,1,Day
605,01-05-2016,Rising Pune Supergiants,Mumbai Indians,Maharashtra Cricket Association Stadium,Mumbai Indians,Sunday,1,6,30.0,1.0,735,36895,514,1102,31980,1,1,70309,3064,67,0,34191,36659,35448,50216,6,1,Night
606,02-05-2016,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Monday,6,6,29.0,0.0,843,41079,590,1264,39590,1,0,56970,8009,48,1,37067,40802,39279,50813,3,0,Day
607,03-05-2016,Gujarat Lions,Delhi Daredevils,Saurashtra Cricket Association Stadium,Delhi Daredevils,Tuesday,7,5,27.0,0.0,913,20519,639,1369,22409,1,0,122474,13987,29,1,20574,21588,20774,31776,3,0,Day
608,04-05-2016,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,Wednesday,6,7,,,280,54187,196,420,57930,1,0,96540,5543,77,0,54672,50442,50535,66553,8,1,Day
609,05-05-2016,Delhi Daredevils,Rising Pune Supergiants,Feroz Shah Kotla,Rising Pune Supergiants,Thursday,5,1,20.0,1.0,460,31624,322,690,28843,1,0,68017,2007,79,0,27925,31543,30741,46876,5,1,Day
610,06-05-2016,Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Friday,7,4,23.0,0.0,468,32516,327,702,35379,0,0,125880,6445,40,1,31651,32060,31605,41188,7,0,Night
611,07-05-2016,Rising Pune Supergiants,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Saturday,1,6,31.0,2.0,301,44279,210,451,46460,1,1,155570,11706,47,0,43959,45137,47346,56661,5,1,Day
612,07-05-2016,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Saturday,7,5,30.0,1.0,507,26841,354,760,25657,1,1,58702,15749,94,0,25865,29522,30066,38428,8,0,Day
613,08-05-2016,Sunrisers Hyderabad,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Sunday,4,6,31.0,0.0,229,21041,160,343,21456,0,1,181456,12718,53,1,17630,22174,23169,36727,4,1,Night
614,08-05-2016,Kolkata Knight Riders,Gujarat Lions,Eden Gardens,Gujarat Lions,Sunday,6,7,,,338,27623,236,507,28841,1,1,50404,10439,27,0,28147,27058,26090,45896,2,0,Night
615,09-05-2016,Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Royal Challengers Bangalore,Monday,6,7,22.0,2.0,592,36950,414,888,33544,0,0,62763,14281,78,0,34539,39370,38905,42942,3,0,Night
616,10-05-2016,Sunrisers Hyderabad,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Sunrisers Hyderabad,Tuesday,4,1,28.0,0.0,829,47663,580,1243,49632,1,0,199456,2435,91,1,41496,44523,44766,59521,8,1,Day
617,11-05-2016,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,Wednesday,6,6,30.0,2.0,398,52281,278,597,47183,0,0,148142,1571,68,1,47382,47371,45366,59402,7,1,Day
618,12-05-2016,Sunrisers Hyderabad,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,Thursday,4,5,30.0,0.0,333,48889,233,499,47968,0,0,190932,3382,98,0,39570,45999,43718,64665,2,0,Day
619,13-05-2016,Mumbai Indians,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kings XI Punjab,Friday,6,7,30.0,2.0,363,22178,254,544,23985,0,0,130642,6084,36,0,18451,21470,21835,39566,6,1,Day
620,14-05-2016,Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,Royal Challengers Bangalore,Saturday,6,7,23.0,2.0,301,41056,210,451,43894,1,1,100612,17661,79,1,40702,41142,41725,48279,9,1,Night
621,14-05-2016,Rising Pune Supergiants,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Saturday,1,6,,,271,52592,189,406,47617,1,1,73574,14507,64,0,42073,53802,53322,62114,4,1,Day
622,15-05-2016,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,Sunday,7,4,31.0,2.0,940,51669,658,1410,55571,1,1,73524,8059,88,0,46716,55912,55854,59857,9,0,Day
623,15-05-2016,Mumbai Indians,Delhi Daredevils,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,Sunday,6,5,33.0,1.0,433,33836,303,649,30790,0,1,60916,19271,51,0,31488,33902,33615,42073,2,1,Night
624,16-05-2016,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,Monday,6,6,,,255,37969,178,382,36072,1,0,54809,13771,63,1,30893,37978,36170,47105,2,1,Night
625,17-05-2016,Delhi Daredevils,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,Tuesday,5,1,34.0,0.0,576,37343,403,864,34900,1,0,194528,18649,84,0,38958,33983,33423,55059,9,0,Night
626,18-05-2016,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Royal Challengers Bangalore,Wednesday,6,7,29.0,2.0,318,53979,222,477,57278,0,0,171288,8491,27,0,46234,48957,47376,59322,7,1,Day
627,19-05-2016,Kolkata Knight Riders,Gujarat Lions,Green Park,Gujarat Lions,Thursday,6,7,29.0,0.0,485,43144,339,727,41875,1,0,88765,15527,96,1,37796,43585,41834,60797,7,1,Day
628,20-05-2016,Sunrisers Hyderabad,Delhi Daredevils,Shaheed Veer Narayan Singh International Stadium,Delhi Daredevils,Friday,4,5,28.0,1.0,418,25490,292,627,22323,0,0,95106,18424,91,0,22328,25174,26323,35194,1,0,Day
629,21-05-2016,Kings XI Punjab,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,Saturday,7,1,28.0,1.0,366,36442,256,549,32323,0,1,103932,15859,62,0,31252,38914,39300,56434,6,0,Day
630,21-05-2016,Mumbai Indians,Gujarat Lions,Green Park,Gujarat Lions,Saturday,6,7,32.0,0.0,435,34222,304,652,30125,0,1,198172,9073,20,1,27390,31899,32628,44045,7,1,Day
631,22-05-2016,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,Sunday,6,4,,,798,53901,558,1197,48930,0,1,107091,10077,70,1,52948,48780,47879,69369,6,1,Night
632,22-05-2016,Delhi Daredevils,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,Sunday,5,6,27.0,1.0,287,21049,200,430,19541,1,1,71949,12383,43,1,21926,20834,20611,30969,6,0,Night
633,24-05-2016,Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Tuesday,7,6,28.0,0.0,580,35969,406,870,35262,0,0,87744,17378,43,1,30792,34080,33183,44170,2,0,Day
634,25-05-2016,Sunrisers Hyderabad,Kolkata Knight Riders,Feroz Shah Kotla,Sunrisers Hyderabad,Wednesday,4,6,30.0,2.0,959,53351,671,1438,51171,1,0,158319,3353,36,0,51524,48545,46588,63822,6,1,Day
635,27-05-2016,Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,Friday,7,4,22.0,0.0,445,45911,311,667,42639,0,0,142193,5799,24,0,45244,47973,46433,51799,4,1,Day
636,29-05-2016,Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,Sunrisers Hyderabad,Sunday,4,6,30.0,0.0,863,33044,604,1294,35991,0,1,86187,18070,39,1,33444,30477,31383,48279,9,1,Day
7894,07-04-2018,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,Saturday,6,7,,,632,51120,442,948,50303,1,1,188311,12939,40,1,46297,52227,53154,65653,1,0,Day
7895,08-04-2018,Delhi Daredevils,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Sunday,5,7,24.0,2.0,211,52531,147,316,44788,0,1,174454,3428,77,0,46003,50230,50465,64658,8,1,Night
7896,08-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunday,6,6,,,896,50768,627,1344,46675,1,1,64489,12296,50,1,44743,47452,47333,59488,5,0,Night
7897,09-04-2018,Rajasthan Royals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Monday,2,4,20.0,1.0,945,46856,661,1417,42336,1,0,111877,8813,30,0,45832,45729,47660,54739,1,0,Night
7898,10-04-2018,Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Tuesday,6,7,23.0,0.0,349,33187,244,523,30498,0,0,99922,15414,71,1,33326,35187,33683,51771,4,0,Day
7899,11-04-2018,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,Rajasthan Royals,Wednesday,2,5,24.0,2.0,846,43064,592,1269,43482,0,0,144074,12801,34,0,36406,42134,41209,52276,1,1,Day
7900,12-04-2018,Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Thursday,6,4,24.0,2.0,791,26818,553,1186,27343,1,0,87131,12745,26,1,23941,28163,27740,38779,6,1,Night
7901,13-04-2018,Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Friday,7,6,30.0,2.0,957,39025,669,1435,38638,0,0,165765,14025,47,1,40019,36101,37120,46440,2,1,Night
7902,14-04-2018,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Delhi Daredevils,Saturday,6,5,,,428,32011,299,642,30387,1,1,123963,4356,70,0,32064,33757,35419,46320,5,0,Day
7903,14-04-2018,Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,Saturday,6,4,,,779,41973,545,1168,46138,1,1,156884,15288,77,1,43912,39764,38732,59428,7,1,Night
7904,15-04-2018,Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Rajasthan Royals,Sunday,2,6,34.0,2.0,325,34093,227,487,37305,1,1,175917,7540,24,0,33703,35302,36623,42094,2,0,Night
7905,15-04-2018,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Sunday,7,7,21.0,0.0,796,41711,557,1194,40932,0,1,74285,17422,24,0,37468,42259,43656,48449,6,0,Day
7906,16-04-2018,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Kolkata Knight Riders,Monday,6,5,,,567,28943,396,850,27342,0,0,87626,4342,27,0,27428,31427,30561,35307,6,0,Night
7907,17-04-2018,Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Mumbai Indians,Tuesday,6,6,,,915,33248,640,1372,30540,1,0,69198,10078,83,0,32092,32498,32170,40956,5,0,Night
7908,18-04-2018,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,Wednesday,2,6,25.0,0.0,355,47983,248,532,46179,0,0,65254,3844,29,0,39327,43819,43423,65965,5,0,Night
7909,19-04-2018,Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,Thursday,7,4,33.0,0.0,635,22837,444,952,22555,0,0,94238,11396,57,1,21378,20640,21627,28761,3,0,Day
7910,20-04-2018,Chennai Super Kings,Rajasthan Royals,Maharashtra Cricket Association Stadium,Chennai Super Kings,Friday,7,2,28.0,1.0,891,20596,623,1336,19820,0,0,51252,18482,27,1,20129,21942,21241,25747,2,1,Night
7911,21-04-2018,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kings XI Punjab,Saturday,6,7,,,282,32113,197,423,34686,1,1,89764,19207,44,0,27033,32271,33236,45890,7,0,Night
7912,21-04-2018,Delhi Daredevils,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,Saturday,5,6,20.0,0.0,239,47132,167,358,40755,1,1,127709,14998,92,1,46903,49726,48901,60176,1,1,Night
7913,22-04-2018,Chennai Super Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Chennai Super Kings,Sunday,7,4,32.0,2.0,930,20828,651,1395,19207,1,1,103682,14261,85,0,19702,19721,20176,26740,6,0,Day
7914,22-04-2018,Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Sunday,6,2,22.0,0.0,317,20667,221,475,22582,0,1,109494,4093,98,1,21453,20026,19865,27988,6,1,Day
7915,23-04-2018,Kings XI Punjab,Delhi Daredevils,Feroz Shah Kotla,Kings XI Punjab,Monday,7,5,24.0,2.0,481,47864,336,721,48109,0,0,131317,12722,69,1,38798,43365,43704,66729,3,1,Night
7916,24-04-2018,Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,Sunrisers Hyderabad,Tuesday,4,6,,,548,25753,383,822,24232,1,0,115215,12645,86,1,22310,28129,29064,31248,2,1,Day
7917,25-04-2018,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,Wednesday,6,7,22.0,2.0,243,28661,170,364,30546,0,0,128587,16083,68,1,27239,29623,30524,45648,2,1,Night
7918,26-04-2018,Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Thursday,4,7,20.0,2.0,411,28381,287,616,24503,0,0,56949,1988,55,0,24808,30839,31969,35529,9,0,Day
7919,27-04-2018,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,Friday,5,6,27.0,0.0,640,54404,448,960,51981,0,0,105393,7446,87,0,53240,51852,49568,59960,5,0,Day
7920,28-04-2018,Chennai Super Kings,Mumbai Indians,Maharashtra Cricket Association Stadium,Mumbai Indians,Saturday,7,6,24.0,2.0,400,51100,280,600,54625,0,1,188013,17335,97,1,50576,52239,53242,69493,7,0,Night
7921,29-04-2018,Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,Sunrisers Hyderabad,Sunday,4,2,31.0,1.0,525,24797,367,787,21970,0,1,75934,17133,60,1,20473,25682,24757,31349,5,0,Night
7922,29-04-2018,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunday,6,6,30.0,2.0,734,39848,513,1101,37678,0,1,125745,2682,81,0,36997,38393,38069,46968,7,1,Night
7923,30-04-2018,Chennai Super Kings,Delhi Daredevils,Maharashtra Cricket Association Stadium,Chennai Super Kings,Monday,7,5,34.0,0.0,715,30571,500,1072,33529,0,0,144456,6626,29,1,28346,32699,32857,38656,4,1,Day
7924,01-05-2018,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,Tuesday,6,6,29.0,0.0,788,21078,551,1182,21954,0,0,103413,8424,40,0,18808,22963,22739,29582,8,1,Night
7925,02-05-2018,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,Delhi Daredevils,Wednesday,5,2,31.0,2.0,276,23608,193,414,23574,0,0,147239,13857,55,0,24392,25425,25474,28764,7,0,Day
7926,03-05-2018,Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Thursday,7,6,,,390,21700,273,585,23679,1,0,92318,13155,31,0,21849,22737,23865,35626,5,1,Day
7927,04-05-2018,Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,Mumbai Indians,Friday,7,6,25.0,2.0,878,37649,614,1317,41266,0,0,120390,18317,21,1,36681,35973,34660,57116,6,0,Night
7928,05-05-2018,Royal Challengers Bangalore,Chennai Super Kings,Maharashtra Cricket Association Stadium,Chennai Super Kings,Saturday,6,7,30.0,1.0,647,32356,452,970,32289,1,1,93088,12425,32,0,31662,30942,31484,44861,5,1,Day
7929,05-05-2018,Delhi Daredevils,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Saturday,5,4,25.0,2.0,861,45198,602,1291,48430,0,1,153196,2980,72,1,41375,49386,48872,57360,7,1,Night
7930,06-05-2018,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,Sunday,6,6,,,426,44118,298,639,46651,1,1,105479,16522,51,0,45452,39796,38335,54641,2,1,Day
7931,06-05-2018,Rajasthan Royals,Kings XI Punjab,Holkar Cricket Stadium,Kings XI Punjab,Sunday,2,7,25.0,0.0,976,20204,683,1464,19001,1,1,69963,9984,35,1,19671,21077,20357,32747,5,1,Night
7932,07-05-2018,Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,Monday,4,6,20.0,0.0,244,36865,170,366,39153,1,0,105123,18175,51,1,36210,38385,40109,49920,3,1,Day
7933,08-05-2018,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,Rajasthan Royals,Tuesday,2,7,34.0,0.0,293,30223,205,439,31447,0,0,175911,16883,51,1,30689,30964,32139,39877,9,0,Day
7934,09-05-2018,Mumbai Indians,Kolkata Knight Riders,Eden Gardens,Mumbai Indians,Wednesday,6,6,,,650,31329,454,975,28369,1,0,152468,6390,30,0,27209,34399,35799,42579,6,1,Night
7935,10-05-2018,Delhi Daredevils,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,Thursday,5,4,23.0,2.0,677,22182,473,1015,22148,1,0,123477,19639,29,0,22221,21347,22396,41782,3,0,Day
7936,11-05-2018,Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,Friday,7,2,22.0,0.0,245,43441,171,367,42140,0,0,64388,2607,34,1,36873,42050,40823,59909,7,0,Night
7937,12-05-2018,Kolkata Knight Riders,Kings XI Punjab,Holkar Cricket Stadium,Kolkata Knight Riders,Saturday,6,7,26.0,0.0,550,44246,385,825,41685,0,1,55569,7573,36,1,39216,40519,39933,56492,4,0,Day
7938,12-05-2018,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,Royal Challengers Bangalore,Saturday,5,6,33.0,0.0,307,20396,214,460,22399,1,1,119836,18368,59,1,18028,20162,20503,25550,3,0,Day
7939,13-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Maharashtra Cricket Association Stadium,Chennai Super Kings,Sunday,4,7,28.0,1.0,287,48295,200,430,44309,1,1,154573,6776,37,0,50450,45986,45911,61245,8,0,Day
7940,13-05-2018,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,Sunday,6,2,,,789,36658,552,1183,36718,0,1,193087,4676,74,0,37176,35509,35219,42654,4,0,Night
7941,14-05-2018,Kings XI Punjab,Royal Challengers Bangalore,Holkar Cricket Stadium,Royal Challengers Bangalore,Monday,7,6,32.0,2.0,360,30608,251,540,26942,0,0,95002,4380,92,0,29851,32656,32191,46094,1,0,Night
7942,15-05-2018,Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Tuesday,2,6,,,409,42490,286,613,39834,0,0,187326,9711,44,0,41715,46190,46623,52116,6,0,Night
7943,16-05-2018,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,Wednesday,6,7,,,912,23396,638,1368,23408,1,0,198216,9782,78,1,22004,21925,22090,31301,1,1,Night
7944,17-05-2018,Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Royal Challengers Bangalore,Thursday,6,4,23.0,2.0,867,34763,606,1300,30576,0,0,187162,18434,97,1,36041,33876,32729,54022,5,1,Night
7945,18-05-2018,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,Delhi Daredevils,Friday,5,7,22.0,1.0,844,39606,590,1266,35182,0,0,192709,14997,41,0,36598,43001,42879,59479,7,0,Day
7946,19-05-2018,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Rajasthan Royals,Saturday,2,6,34.0,1.0,219,40381,153,328,34997,1,1,74071,7342,49,0,36146,36842,37039,58397,6,0,Day
7947,19-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,Saturday,4,6,34.0,0.0,697,31803,487,1045,29655,1,1,108243,18343,63,1,26738,29210,29415,46172,2,0,Night
7948,20-05-2018,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,Sunday,5,6,31.0,0.0,890,31320,623,1335,29959,0,1,175827,7059,51,0,31211,29207,28360,36473,4,1,Day
7949,20-05-2018,Kings XI Punjab,Chennai Super Kings,Maharashtra Cricket Association Stadium,Chennai Super Kings,Sunday,7,7,32.0,1.0,575,37449,402,862,37246,1,1,158215,9884,70,0,36835,38162,39086,50302,2,1,Day
7950,22-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,Tuesday,4,7,,,856,38135,599,1284,40152,0,0,151570,6655,65,0,34172,35469,33784,55514,1,0,Day
7951,23-05-2018,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,Wednesday,6,2,,,882,33672,617,1323,33327,0,0,119724,13091,40,0,27149,36824,36289,45153,3,0,Day
7952,25-05-2018,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,Friday,4,6,,,541,53674,378,811,52461,1,0,165359,16251,51,0,54197,53101,54588,64273,3,1,Night
7953,27-05-2018,Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,Sunday,4,7,,,703,26761,492,1054,27794,1,1,125697,1526,58,0,21485,26769,26940,33477,7,1,Day
11137,23-03-2019,Royal Challengers Bangalore,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,Saturday,6,7,,,789,25893,552,1183,24365,0,1,78732,4224,31,1,25269,24581,23993,42287,1,0,Night
11138,24-03-2019,Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,Sunday,4,6,,,265,37261,185,397,36144,0,1,171465,16069,66,0,38846,37044,37766,57046,9,0,Night
11139,24-03-2019,Delhi Capitals,Mumbai Indians,Wankhede Stadium,Delhi Capitals,Sunday,4,6,,,662,23496,463,993,24014,1,1,192386,12536,37,0,21367,24256,24419,42800,6,0,Day
11140,25-03-2019,Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,Monday,7,2,28.0,0.0,387,23986,270,580,20862,1,0,107108,14547,40,1,20597,25190,25936,40035,4,0,Night
11141,26-03-2019,Delhi Capitals,Chennai Super Kings,Feroz Shah Kotla Ground,Chennai Super Kings,Tuesday,4,7,34.0,1.0,476,47188,333,714,41937,0,0,161195,19259,32,1,46065,49583,50748,52974,3,1,Day
11142,27-03-2019,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,Wednesday,6,7,,,517,24810,361,775,25659,1,0,153081,2763,40,1,24916,25196,25473,34178,3,1,Day
11143,28-03-2019,Mumbai Indians,Royal Challengers Bangalore,M. Chinnaswamy Stadium,Mumbai Indians,Thursday,6,6,32.0,1.0,981,48835,686,1471,45574,1,0,86668,9712,27,0,45739,52784,52721,68150,2,0,Day
11144,29-03-2019,Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi Intl. Cricket Stadium,Sunrisers Hyderabad,Friday,2,4,24.0,1.0,886,35146,620,1329,33571,1,0,73061,6797,65,1,36613,37377,36005,48242,2,0,Night
11145,30-03-2019,Mumbai Indians,Kings XI Punjab,IS Bindra Stadium,Kings XI Punjab,Saturday,6,7,31.0,2.0,955,27434,668,1432,30100,1,1,129252,10208,26,0,22301,28844,28155,47357,5,0,Night
